[<0, 12.5, 17.5>, <2.5, 15, 17.5>, <5, 12.5, 17.5>, <2.5, 10, 17.5>, <0, 15, 15>, <5, 15, 15>, <5, 10, 15>, <0, 10, 15>, <0, 12.5, 12.5>, <2.5, 15, 12.5>, <5, 12.5, 12.5>, <2.5, 10, 12.5>]
[<27.5, 12.5, 20>, <0, 15, 20>, <2.5, 12.5, 20>, <0, 10, 20>, <27.5, 15, 17.5>, <2.5, 15, 17.5>, <2.5, 10, 17.5>, <27.5, 10, 17.5>, <27.5, 12.5, 15>, <0, 15, 15>, <2.5, 12.5, 15>, <0, 10, 15>]
[<0, 10, 20>, <2.5, 12.5, 20>, <5, 10, 20>, <2.5, 7.5, 20>, <0, 12.5, 17.5>, <5, 12.5, 17.5>, <5, 7.5, 17.5>, <0, 7.5, 17.5>, <0, 10, 15>, <2.5, 12.5, 15>, <5, 10, 15>, <2.5, 7.5, 15>]
[<27.5, 10, 22.5>, <0, 12.5, 22.5>, <2.5, 10, 22.5>, <0, 7.5, 22.5>, <27.5, 12.5, 20>, <2.5, 12.5, 20>, <2.5, 7.5, 20>, <27.5, 7.5, 20>, <27.5, 10, 17.5>, <0, 12.5, 17.5>, <2.5, 10, 17.5>, <0, 7.5, 17.5>]
[<0, 12.5, 22.5>, <2.5, 15, 22.5>, <5, 12.5, 22.5>, <2.5, 10, 22.5>, <0, 15, 20>, <5, 15, 20>, <5, 10, 20>, <0, 10, 20>, <0, 12.5, 17.5>, <2.5, 15, 17.5>, <5, 12.5, 17.5>, <2.5, 10, 17.5>]
[<27.5, 12.5, 25>, <0, 15, 25>, <2.5, 12.5, 25>, <0, 10, 25>, <27.5, 15, 22.5>, <2.5, 15, 22.5>, <2.5, 10, 22.5>, <27.5, 10, 22.5>, <27.5, 12.5, 20>, <0, 15, 20>, <2.5, 12.5, 20>, <0, 10, 20>]
[<0, 10, 25>, <2.5, 12.5, 25>, <5, 10, 25>, <2.5, 7.5, 25>, <0, 12.5, 22.5>, <5, 12.5, 22.5>, <5, 7.5, 22.5>, <0, 7.5, 22.5>, <0, 10, 20>, <2.5, 12.5, 20>, <5, 10, 20>, <2.5, 7.5, 20>]
[<27.5, 10, 27.5>, <0, 12.5, 27.5>, <2.5, 10, 27.5>, <0, 7.5, 27.5>, <27.5, 12.5, 25>, <2.5, 12.5, 25>, <2.5, 7.5, 25>, <27.5, 7.5, 25>, <27.5, 10, 22.5>, <0, 12.5, 22.5>, <2.5, 10, 22.5>, <0, 7.5, 22.5>]
[<0, 12.5, 27.5>, <2.5, 15, 27.5>, <5, 12.5, 27.5>, <2.5, 10, 27.5>, <0, 15, 25>, <5, 15, 25>, <5, 10, 25>, <0, 10, 25>, <0, 12.5, 22.5>, <2.5, 15, 22.5>, <5, 12.5, 22.5>, <2.5, 10, 22.5>]
[<27.5, 12.5, 0>, <0, 15, 0>, <2.5, 12.5, 0>, <0, 10, 0>, <27.5, 15, 27.5>, <2.5, 15, 27.5>, <2.5, 10, 27.5>, <27.5, 10, 27.5>, <27.5, 12.5, 25>, <0, 15, 25>, <2.5, 12.5, 25>, <0, 10, 25>]
[<0, 10, 0>, <2.5, 12.5, 0>, <5, 10, 0>, <2.5, 7.5, 0>, <0, 12.5, 27.5>, <5, 12.5, 27.5>, <5, 7.5, 27.5>, <0, 7.5, 27.5>, <0, 10, 25>, <2.5, 12.5, 25>, <5, 10, 25>, <2.5, 7.5, 25>]
[<27.5, 15, 2.5>, <0, 17.5, 2.5>, <2.5, 15, 2.5>, <0, 12.5, 2.5>, <27.5, 17.5, 0>, <2.5, 17.5, 0>, <2.5, 12.5, 0>, <27.5, 12.5, 0>, <27.5, 15, 27.5>, <0, 17.5, 27.5>, <2.5, 15, 27.5>, <0, 12.5, 27.5>]
[<0, 17.5, 2.5>, <2.5, 20, 2.5>, <5, 17.5, 2.5>, <2.5, 15, 2.5>, <0, 20, 0>, <5, 20, 0>, <5, 15, 0>, <0, 15, 0>, <0, 17.5, 27.5>, <2.5, 20, 27.5>, <5, 17.5, 27.5>, <2.5, 15, 27.5>]
[<27.5, 17.5, 5>, <0, 20, 5>, <2.5, 17.5, 5>, <0, 15, 5>, <27.5, 20, 2.5>, <2.5, 20, 2.5>, <2.5, 15, 2.5>, <27.5, 15, 2.5>, <27.5, 17.5, 0>, <0, 20, 0>, <2.5, 17.5, 0>, <0, 15, 0>]
[<0, 15, 5>, <2.5, 17.5, 5>, <5, 15, 5>, <2.5, 12.5, 5>, <0, 17.5, 2.5>, <5, 17.5, 2.5>, <5, 12.5, 2.5>, <0, 12.5, 2.5>, <0, 15, 0>, <2.5, 17.5, 0>, <5, 15, 0>, <2.5, 12.5, 0>]
[<27.5, 15, 7.5>, <0, 17.5, 7.5>, <2.5, 15, 7.5>, <0, 12.5, 7.5>, <27.5, 17.5, 5>, <2.5, 17.5, 5>, <2.5, 12.5, 5>, <27.5, 12.5, 5>, <27.5, 15, 2.5>, <0, 17.5, 2.5>, <2.5, 15, 2.5>, <0, 12.5, 2.5>]
[<0, 17.5, 7.5>, <2.5, 20, 7.5>, <5, 17.5, 7.5>, <2.5, 15, 7.5>, <0, 20, 5>, <5, 20, 5>, <5, 15, 5>, <0, 15, 5>, <0, 17.5, 2.5>, <2.5, 20, 2.5>, <5, 17.5, 2.5>, <2.5, 15, 2.5>]
